graph file,number of bags,largest bag size,number of vertice,total number of bag size,smallest bag size,density of edges
fuzix_nanosleep_clock_nanosleep.gr.bz2,105.0,4.0,110.0,417.0,3.0,0.010091743119266056
thebus_20130419_0809.gml.lp.gr.bz2,696.0,20.0,808.0,4468.0,4.0,0.0023878317199749715
massachusetts-archiver_20151219_0121_subgraph_train.gr.bz2,115.0,6.0,137.0,459.0,3.0,0.011861313868613138
bkk_20151219_0150_subgraph_bus.gr.bz2,1763.0,62.0,1896.0,9538.0,3.0,0.0008366454026251628
go-taps_20150524_1019_subgraph_metro+bus.gr.bz2,153.0,4.0,161.0,609.0,3.0,0.007531055900621118
taisto-transport-aktsiaselts-archiver_20151202_1913.gr.bz2,5367.0,390.0,5856.0,41922.0,3.0,0.00032531393932606293
bay-town-trolley_20151216_1628_subgraph_tram+bus.gr.bz2,180.0,5.0,198.0,726.0,3.0,0.005896528739168333
he006.gr.xz,91.0,8.0,111.0,477.0,3.0,0.016298116298116297
he105.gr.xz,1144.0,51.0,1194.0,24139.0,13.0,0.008287455719502795
skagit-transit_20150429_1915_subgraph_metro+bus.gr.bz2,454.0,6.0,473.0,1875.0,3.0,0.0025172895689253593
mrc-de-lassomption_20151202_1944_subgraph_bus.gr.bz2,527.0,8.0,547.0,2227.0,3.0,0.002250035156799325
city-of-albany-linn-benton-loop-archiver_20130218_0424.gml.lp.gr.bz2,98.0,10.0,115.0,570.0,4.0,0.015713196033562166
csehattila87_20151216_1417_subgraph_bus.gr.bz2,228.0,4.0,247.0,842.0,3.0,0.0049372963365261185
ex164.gr.xz,284.0,16.0,402.0,1938.0,5.0,0.008374585923251573
Promedus_21.gr.xz,195.0,13.0,272.0,1348.0,5.0,0.006742457130453658
u724.tsp.dgf.bz2,535.0,28.0,724.0,4914.0,5.0,0.004044305877138687
he122.gr.xz,6377.0,31.0,7343.0,36448.0,3.0,0.0002662100931093543
cts_20130915_1535_subgraph_bus.gr.bz2,492.0,9.0,529.0,1940.0,3.0,0.0022519619636821907
bkk_20151219_0150.gml.lp.gr.bz2,680.0,71.0,796.0,5752.0,4.0,0.002896558263013179
beloit-transit-system_20150513_1515_subgraph_train+metro+tram+bus.gr.bz2,225.0,7.0,235.0,965.0,3.0,0.005837424986361157
capital-area-transportation-authority_20150918_1406.gml.lp.gr.bz2,155.0,12.0,174.0,1037.0,4.0,0.010597302504816955
san-francisco-municipal-transportation-agency_20151216_1446.gr.bz2,2316.0,32.0,2458.0,10681.0,3.0,0.0005326770989911755
rat783.tsp.dgf.bz2,562.0,31.0,783.0,5438.0,5.0,0.0037922215362906782
ann-arbor-area-transportation-authority_20150224_1657.gr.bz2,1043.0,13.0,1069.0,4562.0,3.0,0.001065961748002088
marin-transit_20151216_1448.gr.bz2,353.0,5.0,399.0,1442.0,3.0,0.003261923653354492
cit-sud-ouest_20150813_2023.gr.bz2,377.0,5.0,401.0,1560.0,3.0,0.003098503740648379
vibrio_primal_graph-pp.dgf.bz2,182.0,40.0,231.0,2356.0,6.0,0.028891398456615848
mariaspringfieldsmith_20150921_1346.gr.bz2,266.0,9.0,296.0,1181.0,3.0,0.004832798900595511
wave-transit_20150626_0205_subgraph_train+metro+tram+bus.gr.bz2,396.0,7.0,405.0,1548.0,3.0,0.0026585991932526584
he104.gr.xz,1202.0,34.0,1236.0,19270.0,12.0,0.007478741663718669
city-of-lodi-transitgrapeline_20130618_0428_subgraph_train+metro+tram+bus.gr.bz2,161.0,9.0,169.0,736.0,4.0,0.007959988729219498
kroB200.tsp.dgf.bz2,148.0,18.0,200.0,1283.0,5.0,0.01457286432160804
bbodenmiller_20150319_0954_subgraph_train+metro+tram+bus.gr.bz2,1567.0,13.0,1664.0,6617.0,3.0,0.0007592424487719135
Promedas_57.gr.xz,391.0,44.0,508.0,3202.0,5.0,0.004003012936992343
barrie-transit_20150717_0210.gml.lp.gr.bz2,131.0,7.0,151.0,738.0,4.0,0.01271523178807947
oc-transpo_20131119_1910.gr.bz2,3625.0,19.0,3842.0,16640.0,3.0,0.0003676868701092259
rpsrute@ruter.no_20150319_1558_subgraph_metro+tram.gr.bz2,168.0,4.0,180.0,557.0,3.0,0.005803848541278709
celar09.dgf.bz2,227.0,17.0,340.0,1455.0,3.0,0.00980392156862745
ann-arbor-area-transportation-authority_20150224_1657_subgraph_train+metro+tram+bus.gr.bz2,1041.0,13.0,1069.0,4535.0,3.0,0.001065961748002088
ex149.gr.xz,434.0,14.0,698.0,3127.0,5.0,0.005352451973870826
metropolitan-tulsa-transit-authority_20151202_1954_subgraph_metro+bus.gr.bz2,1322.0,15.0,1399.0,5898.0,3.0,0.0009929430484271926
kingston-transit_20140526_1325.gml.lp.gr.bz2,101.0,13.0,119.0,643.0,4.0,0.015026349522859991
port-authority-of-allegheny-county_20140619_0109_subgraph_metro+bus.gr.bz2,6107.0,24.0,6318.0,26288.0,3.0,0.0001835342538559607
dallas_2015-08-17.gml.lp.gr.bz2,812.0,39.0,935.0,6103.0,3.0,0.0019329203357418498
empresa-municipal-de-transportes_20151219_0107_subgraph_train+metro+tram+bus.gr.bz2,2990.0,27.0,3252.0,15101.0,3.0,0.0004557212597656583
rl1889.tsp-pp.dgf.bz2,1443.0,33.0,1851.0,12626.0,6.0,0.0016116927300071546
mountain-line-mutd_20150218_1721_subgraph_metro+bus.gr.bz2,435.0,5.0,456.0,1775.0,3.0,0.0026653171390013494
flixbus-gmbh_20140709_1622_subgraph_tram+bus.gr.bz2,104.0,9.0,114.0,486.0,3.0,0.015370284117373078
halifax-transit_20150930_1437_subgraph_bus.gr.bz2,2376.0,26.0,2436.0,10667.0,3.0,0.0004772694321657007
rochester-genesee-regional-transportation-authority_20151219_0120.gml.lp.gr.bz2,828.0,40.0,988.0,5733.0,3.0,0.002206826394956294
Promedas_66.gr.xz,336.0,35.0,435.0,2650.0,5.0,0.004650670056676731
GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_9.gr.xz,121.0,16.0,143.0,822.0,4.0,0.01492169802028957
des-moines-area-regional-transit-authority_20150715_1946_subgraph_train+metro+tram+bus.gr.bz2,1106.0,13.0,1155.0,4726.0,3.0,0.0010826262126088816
salem_or_2016-01.gml.lp.gr.bz2,86.0,8.0,109.0,462.0,4.0,0.016989466530750934
school1_nsh.dgf.bz2,106.0,205.0,352.0,9789.0,3.0,0.11826599326599327
ex112.gr.xz,240.0,12.0,318.0,1195.0,4.0,0.005545304842965696
bkv-zrt_20120422_0314_subgraph_tram.gr.bz2,268.0,4.0,295.0,916.0,3.0,0.0034128905799607977
mta-bus-company_20140205_0119.gr.bz2,2473.0,14.0,2647.0,10477.0,3.0,0.000488723382565468
butte-silver-bow_20151216_1833_subgraph_train+metro+tram+bus.gr.bz2,111.0,5.0,119.0,476.0,3.0,0.010397379290699331
montgomery-transit_20150915_1412_subgraph_train+metro+tram+bus.gr.bz2,1258.0,5.0,1312.0,5083.0,3.0,0.0008598677233911927
transit-windsor_20150531_2336.gml.lp.gr.bz2,122.0,7.0,138.0,649.0,4.0,0.012535702951443985
Promedas_59.gr.xz,388.0,32.0,509.0,3011.0,5.0,0.0038519251891156042
fuzix_sysconf_sysconf.gr.bz2,137.0,4.0,142.0,532.0,3.0,0.008091099790230746
he002.gr.xz,147.0,11.0,172.0,790.0,3.0,0.0138718890248878
joco_20140604_1619_subgraph_metro+bus.gr.bz2,113.0,6.0,127.0,467.0,3.0,0.011061117360329959
Promedas_34_8.gr.xz,140.0,17.0,174.0,979.0,5.0,0.011560693641618497
kanawha-valley-regional-transportation-authority-krt_20150126_1340_subgraph_tram+bus.gr.bz2,88.0,4.0,104.0,342.0,3.0,0.014002987303958178
ex120.gr.xz,164.0,12.0,188.0,971.0,3.0,0.00904539765616111
ecobici.stats_20141007_2248_subgraph_metro+bus.gr.bz2,4448.0,15.0,4706.0,18678.0,3.0,0.0002675942665726662
clemson-area-transit_20151216_1442_subgraph_tram+bus.gr.bz2,107.0,3.0,121.0,409.0,3.0,0.009228650137741047
go-transit_20151219_0133_subgraph_metro+bus.gr.bz2,769.0,12.0,830.0,3313.0,3.0,0.001624834682517767
emdec_20150312_1945_subgraph_metro+bus.gr.bz2,4109.0,43.0,4363.0,19509.0,3.0,0.00031348183103234727
mrc-les-moulins_20141201_2136.gr.bz2,658.0,8.0,714.0,2971.0,3.0,0.001921105047909767
pathfinder.dgf.bz2,91.0,7.0,109.0,369.0,3.0,0.017923887189942235
lanta_20151217_1314_subgraph_metro+bus.gr.bz2,2081.0,9.0,2124.0,8709.0,4.0,0.0005171589434345208
munin3.dgf.bz2,904.0,8.0,1044.0,3931.0,3.0,0.001602546441704044
root_20151217_1244_subgraph_metro+bus.gr.bz2,237.0,8.0,245.0,1017.0,4.0,0.004817664770826363
auckland-regional-transport-authority_20110207_0347.normalized.gml.lp.gr.bz2,911.0,30.0,1064.0,6417.0,4.0,0.0016595463258333983
metra_20130308_0424.gr.bz2,197.0,7.0,239.0,880.0,3.0,0.008403361344537815
lanta_20151217_1314_subgraph_bus.gr.bz2,2085.0,9.0,2124.0,8713.0,4.0,0.0005171589434345208
connexxion-archiver_20151219_0119.gr.bz2,6618.0,10.0,6940.0,27478.0,3.0,0.0001767979756071123
mountain-rides-transportation-authority-mrta_20140624_0104_subgraph_tram+bus.gr.bz2,179.0,8.0,191.0,792.0,3.0,0.0068613943235050975
psta_20151216_1523.gr.bz2,3796.0,22.0,3899.0,16392.0,3.0,0.0003222728433742138
fl3795.tsp.dgf.bz2,2761.0,36.0,3795.0,26436.0,5.0,0.0007866244670351842
transmetro_20140620_1542_subgraph_bus.gr.bz2,419.0,5.0,437.0,1696.0,4.0,0.0024772741586715093
waukesha-county-transit_20151216_1950_subgraph_tram+bus.gr.bz2,559.0,5.0,603.0,2316.0,3.0,0.0020826102047900035
denver_2016-01.gml.lp.gr.bz2,1271.0,45.0,1476.0,8356.0,4.0,0.0012741720637545358
kanbeaya_20140921_0030_subgraph_train+metro+tram+bus.gr.bz2,2670.0,23.0,2946.0,12625.0,3.0,0.0005861016116929865
fort-worth-transportation-authority_20130923_1559_subgraph_tram+bus.gr.bz2,1517.0,10.0,1585.0,6358.0,3.0,0.000779084217570022
he077.gr.xz,21.0,22.0,42.0,262.0,8.0,0.07317073170731707
inithx.i.1-pp.dgf.bz2,137.0,57.0,317.0,6185.0,31.0,0.12698159166234077
6s151.gaifman_3.gr.xz,227.0,16.0,253.0,1433.0,5.0,0.009944162118075162
corpus-christi-regional-transportation_20130903_2036.gml.lp.gr.bz2,192.0,11.0,228.0,1131.0,4.0,0.007960429708632815
harford-transit-link_20151202_1855.gr.bz2,124.0,5.0,136.0,516.0,3.0,0.010294117647058823
ex154.gr.xz,150.0,57.0,570.0,3281.0,9.0,0.025153393148953228
ex051.gr.xz,101.0,11.0,136.0,547.0,4.0,0.01383442265795207
hamilton-street-railway_20151216_1914_subgraph_metro+bus.gr.bz2,1857.0,12.0,1931.0,7894.0,3.0,0.0006308310279782013
foothill-transit_20150902_0101_subgraph_bus.gr.bz2,1719.0,17.0,1753.0,7335.0,3.0,0.0006430593867785688
milwaukee-county-transit-system_20151217_1325_subgraph_train+metro+tram+bus.gr.bz2,5429.0,46.0,5529.0,23746.0,3.0,0.0002069406960640894
charlottesville-transit-service_20151219_0148_subgraph_bus.gr.bz2,327.0,6.0,334.0,1363.0,4.0,0.003335671000341659
brescia-trasporti-spa_20150710_1423_subgraph_train+metro+tram+bus.gr.bz2,1142.0,28.0,1187.0,5457.0,3.0,0.00104277508875664
longueuil_qc_2016-01.gml.lp.gr.bz2,546.0,16.0,630.0,3341.0,4.0,0.0029399147046205868
joco_20140604_1619_subgraph_train+metro+tram+bus.gr.bz2,112.0,6.0,127.0,463.0,3.0,0.011061117360329959
he114.gr.xz,601.0,396.0,1178.0,20345.0,4.0,0.018082143171396302
2bitadd_11.cnf.gr.xz,162.0,114.0,363.0,5628.0,16.0,0.02276912774150343
best_20150714_1102.gr.bz2,2116.0,37.0,2230.0,9947.0,3.0,0.000672142789603816
gold-country-stage_20141230_2236_subgraph_tram+bus.gr.bz2,214.0,6.0,223.0,891.0,4.0,0.005393285662343959
montana-transit-mountain-line_20100723_0216_subgraph_metro+bus.gr.bz2,444.0,6.0,469.0,1838.0,3.0,0.0026652452025586353
wichita-transit_20150709_2142_subgraph_tram+bus.gr.bz2,866.0,7.0,889.0,3584.0,3.0,0.0013262700270574286
regional-transportation-district_20151219_0114.gr.bz2,6030.0,45.0,6319.0,27189.0,3.0,0.00020992678937853103
janesville-transit-system_20150820_2037_subgraph_metro+bus.gr.bz2,207.0,6.0,224.0,925.0,3.0,0.006626361306854581
charleston-area-regional-transportation-authority_20151216_1521_subgraph_metro+bus.gr.bz2,751.0,8.0,789.0,3147.0,3.0,0.0015392484221497366
rvtd_20151202_1951_subgraph_train+metro+tram+bus.gr.bz2,254.0,4.0,285.0,1012.0,3.0,0.004002965159377317
south-metro-area-regional-transit_20151216_1704.gr.bz2,164.0,8.0,177.0,734.0,3.0,0.007447354904982024
buchnera_primal_graph-pp.dgf.bz2,84.0,27.0,113.0,1010.0,6.0,0.048830594184576484
rpsrute@ruter.no_20150309_1432_subgraph_tram+bus.gr.bz2,11715.0,471.0,12389.0,77136.0,3.0,0.00012296470670532697
budapest_gtfs.gml.lp.gr.bz2,678.0,74.0,801.0,5773.0,4.0,0.0028760923845193506
cape-ann-transportation_20130405_0333_subgraph_bus.gr.bz2,128.0,7.0,140.0,599.0,3.0,0.012076053442959919
transportes-urbanos-de-braga_20150131_2038_subgraph_metro+bus.gr.bz2,940.0,18.0,988.0,4190.0,3.0,0.0013526040961651263
Promedas_12.gr.xz,1077.0,83.0,1400.0,9148.0,5.0,0.0014719697743286022
he035.gr.xz,592.0,35.0,714.0,3664.0,4.0,0.002620402999909641
vta_20140729_2023_subgraph_metro+bus.gr.bz2,2498.0,27.0,2636.0,11458.0,3.0,0.0005158468497781412
cape-cod-regional-transit-authority_20130620_0312.gr.bz2,108.0,5.0,128.0,457.0,3.0,0.01236466535433071
u159.tsp-pp.dgf.bz2,98.0,14.0,130.0,825.0,6.0,0.02212283840190817
dart-archiver_20111024_0319_subgraph_bus.gr.bz2,11404.0,37.0,11547.0,48358.0,3.0,9.261810732602479e-05
ex065.gr.xz,22.0,29.0,50.0,322.0,9.0,0.07142857142857142
transmetro_20140620_1542.gr.bz2,419.0,5.0,437.0,1698.0,4.0,0.0024772741586715093
kern-regional-transit_20140801_2043_subgraph_tram+bus.gr.bz2,151.0,6.0,179.0,651.0,3.0,0.008568200364070052
lane-transit-district_20150313_0210.gr.bz2,1253.0,10.0,1273.0,5217.0,3.0,0.0008540959551794157
regional-transportation-district_20151219_0114_subgraph_tram+bus.gr.bz2,6033.0,45.0,6319.0,27218.0,3.0,0.00020992678937853103
mason-transit_20111111_0413_subgraph_tram+bus.gr.bz2,93.0,6.0,108.0,387.0,3.0,0.013326410522672204
ex002.gr,49.0,59.0,145.0,1084.0,4.0,0.11340996168582375
bibus_20151216_1418.gr.bz2,461.0,9.0,498.0,1951.0,3.0,0.0025615540633358385
intercity-transit_20151216_1518_subgraph_bus.gr.bz2,941.0,10.0,961.0,3975.0,3.0,0.0011576482830385015
siskiyou-transit-and-general-express_20150106_0149.gr.bz2,96.0,5.0,117.0,425.0,3.0,0.014146772767462422
bkv-zrt_20120422_0314_subgraph_bus.gr.bz2,1837.0,76.0,2003.0,10782.0,3.0,0.0008625922255477922
glendale-beeline_20151202_1859_subgraph_train+metro+tram+bus.gr.bz2,189.0,6.0,209.0,759.0,3.0,0.0059578579315421425
he078.gr.xz,6.0,120.0,125.0,678.0,105.0,0.4490967741935484
csehpacilla@mailbox.hu_20141204_2045_subgraph_bus.gr.bz2,221.0,4.0,241.0,817.0,3.0,0.004910096818810512
he107.gr.xz,1664.0,123.0,2228.0,20609.0,5.0,0.002539625084345139
NY_13.gr.xz,255.0,10.0,283.0,1499.0,4.0,0.005613613011553016
ttc_20151217_1257.gml.lp.gr.bz2,2020.0,32.0,2378.0,12663.0,3.0,0.0007831924459699821
dimacs_le450_15c.gr.bz2,121.0,301.0,445.0,9992.0,5.0,0.05960117420791578
action_20150129_0101_subgraph_metro+bus.gr.bz2,2456.0,19.0,2530.0,11393.0,3.0,0.0004784030932878217
san-francisco-municipal-transportation-agency_20151216_1446.gml.lp.gr.bz2,507.0,34.0,610.0,3539.0,3.0,0.003049880212118765
bheema.upadhyaya_20100806_0727_subgraph_bus.gr.bz2,459.0,7.0,473.0,1754.0,3.0,0.0024321854731787725
he140.gr.xz,18429.0,285.0,20103.0,162347.0,5.0,0.00014830596856593478
winnipeg-transit_20151219_0147_subgraph_train+metro+tram+bus.gr.bz2,4983.0,34.0,5130.0,22621.0,3.0,0.0002264385862296607
sydney-buses_20131202_0139_subgraph_metro+bus.gr.bz2,6152.0,33.0,6695.0,32207.0,3.0,0.00023239296925919636
commute.org_20140813_1738_subgraph_metro+bus.gr.bz2,89.0,6.0,116.0,383.0,3.0,0.012368815592203899
palo-verde-valley-transit-agency_20151216_1717_subgraph_train+metro+tram+bus.gr.bz2,123.0,5.0,133.0,506.0,3.0,0.009911141490088858
tuvisa-euskotran_20151219_0143.gr.bz2,259.0,10.0,279.0,1243.0,3.0,0.004937985095794332
he045.gr.xz,137.0,56.0,199.0,2017.0,4.0,0.021369473630780164
vslv1x.edge.bz2,320.0,4.0,335.0,1275.0,3.0,0.0036464384663508803
d1655.tsp-pp.dgf.bz2,1165.0,45.0,1654.0,11652.0,6.0,0.001787816077323777
Promedus_12.gr.xz,237.0,21.0,331.0,1724.0,5.0,0.005575391375995606
nc-state-university-wolfline_20150227_1735_subgraph_metro+bus.gr.bz2,101.0,8.0,109.0,486.0,4.0,0.012317363234794428
kanbeaya_20140921_0030_subgraph_metro+bus.gr.bz2,2607.0,22.0,2880.0,12435.0,3.0,0.0006057996603759021
municipalidad-de-bahia-blanca_20151216_1926_subgraph_tram+bus.gr.bz2,3805.0,10.0,3849.0,14013.0,3.0,0.00026561425626117754
thomaskoch_20130528_1213_subgraph_tram+bus.gr.bz2,138.0,3.0,153.0,462.0,3.0,0.0070089439284485725
sioux-area-metro_20151217_0859_subgraph_tram+bus.gr.bz2,382.0,4.0,389.0,1532.0,4.0,0.0026700765907826042
connectoos.com_20150906_0927.gr.bz2,1295.0,54.0,1488.0,9012.0,3.0,0.0017074502317576705
broward-county-transit_20150417_1831_subgraph_tram+bus.gr.bz2,3318.0,22.0,3422.0,14352.0,3.0,0.00037901495746609924
stebazzi81_20151219_2019_subgraph_metro+bus.gr.bz2,663.0,10.0,715.0,2840.0,3.0,0.0018177900530841706
island-transit_20150223_1552.gr.bz2,298.0,4.0,322.0,1218.0,3.0,0.003889243629186742
pace_20151219_0144.gr.bz2,14228.0,28.0,14822.0,59346.0,3.0,7.938933504976961e-05
guy@connectoos.com_20150906_0927_subgraph_train.gr.bz2,1073.0,54.0,1246.0,8112.0,3.0,0.0022388107808440825
NY.gr.xz,245033.0,88.0,264346.0,1280264.0,3.0,5.224064246260776e-06
ex021.gr.xz,252.0,10.0,318.0,1335.0,4.0,0.005674265420709085
via-metropolitan-transit_20150930_1536.gr.bz2,5958.0,32.0,6135.0,26133.0,3.0,0.00019576377501223026
fpsol2.i.1-pp.dgf.bz2,101.0,67.0,233.0,5520.0,31.0,0.1994783187805239
cit-la-presqule_20150904_1400_subgraph_train+metro+tram+bus.gr.bz2,629.0,7.0,658.0,2685.0,3.0,0.001984705278205715
schwer_20151004_1324_subgraph_train.gr.bz2,99.0,6.0,113.0,424.0,3.0,0.018331226295828066
the-bus-marble-valley-regional-transit-district_20151217_0933_subgraph_tram+bus.gr.bz2,122.0,4.0,137.0,477.0,3.0,0.008909403177329326
pr264.tsp-pp.dgf.bz2,186.0,18.0,263.0,1763.0,6.0,0.011174643717528228
ex113.gr.xz,54.0,17.0,93.0,578.0,5.0,0.05703599812996728
taisto-transport-aktsiaselts-archiver_20151219_0123_subgraph_train+metro+tram.gr.bz2,145.0,3.0,156.0,470.0,3.0,0.006782464846980976
chicago-transit-authority_20151217_1219_subgraph_train+metro.gr.bz2,140.0,3.0,145.0,447.0,3.0,0.007375478927203065
le450_5c.dgf.bz2,125.0,316.0,450.0,15715.0,29.0,0.04851769364018807
broward-county-transit_20150417_1831.gr.bz2,3312.0,22.0,3423.0,14329.0,3.0,0.000378878877084282
metro-st-louis_20130916_1522_subgraph_metro+bus.gr.bz2,5121.0,23.0,5326.0,21802.0,3.0,0.00023394843966792367
contiki_uip_uip_connect.gr.bz2,104.0,4.0,111.0,413.0,3.0,0.009828009828009828
servios-municipalizados-de-transportes-urbanos-de-coimbra_20141110_1635_subgraph_train+metro+tram+bus.gr.bz2,638.0,13.0,675.0,2943.0,3.0,0.0021101219914276296
BiggsSmithGraph.gr.bz2,81.0,20.0,102.0,656.0,5.0,0.01485148514851485
chicago-transit-authority_20151217_1219_subgraph_metro+tram.gr.bz2,140.0,3.0,145.0,447.0,3.0,0.007375478927203065
nrw1379.edge.bz2,972.0,47.0,1379.0,10148.0,5.0,0.0021654908638914
Promedus_12_15.gr.xz,211.0,16.0,293.0,1468.0,5.0,0.0062298377670765345
charleston-area-regional-transportation-authority_20151216_1521_subgraph_tram+bus.gr.bz2,754.0,8.0,789.0,3160.0,3.0,0.0015392484221497366
c1908.isc.cnf.gr.xz,563.0,45.0,726.0,4103.0,4.0,0.003605965612235205
rijard.barnes_20150215_0640_subgraph_metro+bus.gr.bz2,8462.0,47.0,8978.0,37460.0,3.0,0.0001418565447061031
dimacs_le450_5c.gr.bz2,175.0,203.0,440.0,9953.0,5.0,0.026801615241250777
humboldt-archiver_20151216_1436_subgraph_metro+bus.gr.bz2,237.0,6.0,265.0,1013.0,3.0,0.005031446540880503
transportes-urbanos-de-braga_20150131_2038.gr.bz2,939.0,18.0,988.0,4186.0,3.0,0.0013526040961651263
mta-new-york-city-transit_20150723_2021.gml.lp.gr.bz2,277.0,15.0,323.0,1587.0,3.0,0.005451608561044555
cecil-transit_20151202_2004_subgraph_metro+bus.gr.bz2,97.0,6.0,105.0,416.0,4.0,0.01282051282051282
cit-la-presqule_20150904_1400_subgraph_metro+bus.gr.bz2,628.0,7.0,658.0,2678.0,3.0,0.001984705278205715
jehiah_20081017_1645.normalized.gr.bz2,191.0,7.0,225.0,751.0,3.0,0.007261904761904762
dallas-area-rapid-transit_20151216_1427_subgraph_train+metro+tram+bus.gr.bz2,11142.0,38.0,11277.0,47399.0,3.0,9.538417954176147e-05
greater-cleveland-regional-transit-authority_20140529_0333_subgraph_train+metro+tram+bus.gr.bz2,4296.0,19.0,4526.0,18238.0,3.0,0.0002825174620303074
he063.gr.xz,27.0,55.0,81.0,1053.0,22.0,0.125
winnipeg-transit_20151219_0147.gr.bz2,4986.0,33.0,5130.0,22707.0,3.0,0.0002264385862296607
santiago.transit_20140625_2014_subgraph_bus.gr.bz2,10745.0,93.0,11296.0,55590.0,3.0,0.0001124789479162356
lta_20150727_0653.normalized.gr.bz2,3653.0,223.0,4056.0,28263.0,3.0,0.0004112584118275098
he095.gr.xz,1388.0,94.0,1643.0,10024.0,4.0,0.0012198801544662588
grand-river-transit_20151217_1010_subgraph_bus.gr.bz2,1634.0,11.0,1717.0,7264.0,3.0,0.0008030214786184501
thomaskoch_20130417_1934_subgraph_train+metro+tram.gr.bz2,1061.0,60.0,1271.0,8470.0,3.0,0.0023448583482532817
rl5934.tsp.dgf.bz2,4448.0,71.0,5934.0,42818.0,5.0,0.000504737459546443
cape-ann-transportation_20130405_0333_subgraph_train+metro+tram+bus.gr.bz2,128.0,7.0,140.0,598.0,3.0,0.012076053442959919
barrie-transit_20150717_0210_subgraph_tram+bus.gr.bz2,460.0,7.0,484.0,2049.0,3.0,0.0028617627431856683
commuteorg-shuttle_20150308_1938_subgraph_tram+bus.gr.bz2,91.0,6.0,118.0,385.0,3.0,0.012096190062291757
rhode-island-public-transit-authority_20120920_0331_subgraph_train+metro+tram+bus.gr.bz2,4723.0,25.0,4838.0,20561.0,3.0,0.00023844721124876002
montana-transit-mountain-line_20100723_0216_subgraph_tram+bus.gr.bz2,441.0,6.0,469.0,1835.0,3.0,0.0026652452025586353
bloomington-transit_20150819_0138_subgraph_metro+bus.gr.bz2,441.0,9.0,463.0,1863.0,3.0,0.0027208212953353343
metlink-archiver_20110208_0348.gr.bz2,2895.0,13.0,2999.0,12486.0,3.0,0.00039828708746811537
miami-dade_2016-01.gml.lp.gr.bz2,1172.0,27.0,1363.0,7350.0,4.0,0.0013332212888775407
pace_20151219_0144.gml.lp.gr.bz2,1607.0,27.0,1887.0,9265.0,3.0,0.00090702642009485
villavesas_20150331_1146.gr.bz2,477.0,15.0,507.0,2259.0,3.0,0.0026389441105160167
tptmdz_20150710_1428_subgraph_tram+bus.gr.bz2,2677.0,70.0,2931.0,16440.0,3.0,0.0006651272789517259
trimet-archiver_20151219_0104_subgraph_train+metro+tram+bus.gr.bz2,4555.0,23.0,4749.0,19435.0,3.0,0.00026077409459500454
ex017.gr.xz,273.0,12.0,330.0,1359.0,4.0,0.005259279727364834
contiki_lpp_dutycycle.gr.bz2,97.0,6.0,102.0,397.0,3.0,0.0110658124635993
metlink-archiver_20110625_0239_subgraph_train+metro+tram+bus.gr.bz2,2863.0,14.0,2969.0,12308.0,3.0,0.00039866127885726635
county-connection_20151217_1304.gml.lp.gr.bz2,150.0,9.0,177.0,816.0,4.0,0.010432717000513611
miles1000a.dgf.bz2,58.0,51.0,127.0,2116.0,14.0,0.20016247969003875
sonomacounty-ca-us-archiver_20151217_1056.gr.bz2,743.0,10.0,792.0,3312.0,3.0,0.0017446909039829394
lta_20150727_0653.normalized_subgraph_train+metro+tram+bus.gr.bz2,3661.0,228.0,4056.0,28949.0,3.0,0.0004112584118275098
rseau-stan_20131006_1241.gml.lp.gr.bz2,138.0,8.0,160.0,778.0,4.0,0.011871069182389938
thomaskoch_20130528_1213_subgraph_train+metro+tram.gr.bz2,1060.0,54.0,1272.0,8245.0,3.0,0.0023875619157895777
greater-cleveland-regional-transit-authority_20140529_0333.gr.bz2,4299.0,18.0,4531.0,18247.0,3.0,0.0002822352564599134
halifax-metro-transit_20151202_1632.gml.lp.gr.bz2,375.0,26.0,434.0,2728.0,4.0,0.004214514532625238
amat_20140723_2302.normalized_subgraph_train+metro+tram.gr.bz2,756.0,9.0,785.0,2998.0,3.0,0.0013924996750292473
a1210993_20150717_0403_subgraph_tram+bus.gr.bz2,7027.0,63.0,7258.0,33074.0,3.0,0.00016331472775708278
the-hernando-express_20151216_1626_subgraph_bus.gr.bz2,156.0,4.0,162.0,628.0,3.0,0.0067096081588835215
halifax-metro-transit_20151202_1632.gr.bz2,2387.0,26.0,2450.0,10771.0,3.0,0.0004778293514220715
mountain-line-archiver_20110312_0338.gr.bz2,242.0,5.0,255.0,982.0,4.0,0.004461942257217848
duke-university_20150227_1733_subgraph_tram+bus.gr.bz2,103.0,5.0,110.0,462.0,3.0,0.012593828190158465
RKT_300_75_30_0.gr.bz2,271.0,30.0,300.0,2986.0,4.0,0.02379041248606466
bkk_20151219_0150_subgraph_tram.gr.bz2,239.0,4.0,265.0,795.0,3.0,0.004045168667810177
empresa-municipal-de-transportes_20151219_0107_subgraph_tram+bus.gr.bz2,2993.0,27.0,3252.0,15094.0,3.0,0.0004557212597656583
st-albert-transit_20150513_1752_subgraph_bus.gr.bz2,437.0,7.0,458.0,1848.0,3.0,0.0026850639733213572
edmonton-transit-system_20150902_0111_subgraph_bus.gr.bz2,3579.0,29.0,3800.0,17201.0,3.0,0.0003939402335794738
sydney-buses_20131202_0139.gml.lp.gr.bz2,2471.0,31.0,2925.0,17038.0,3.0,0.0006989605621616565
